SUM,Basic Materials,Building Materials,9228477440,4001322
SMRT,Technology,Software - Application,290779168,967554
MOSY,Unknown,Unknown,,
MNTX,Industrials,Farm & Heavy Construction Machinery,118304920,100311
VLGEA,Consumer Defensive,Grocery Stores,504668320,27562
TORM,Basic Materials,Specialty Chemicals,4462542,840
SCKT,Technology,Computer Hardware,9962903,24762
INFO,Unknown,Unknown,,50140
NXPI,Technology,Semiconductors,55810113536,2435672
UN,Unknown,Unknown,,
STM,Technology,Semiconductors,21415493632,6040549
NSP,Industrials,Staffing & Employment Services,3211849216,421977
NSSC,Industrials,Security & Protection Services,920227392,470623
NNBR,Industrials,Conglomerates,165322256,631815
NTZ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",53971540,9194
NYRT,Unknown,Unknown,,
VSTO,Unknown,Unknown,,
PDM,Real Estate,REIT - Office,987040000,749572
OPTT,Industrials,Specialty Industrial Machinery,116101016,45525008
ONVI,Unknown,Unknown,,
PSX,Energy,Oil & Gas Refining & Marketing,51846639616,3088945
RIO,Basic Materials,Other Industrial Metals & Mining,102800048128,2937457
PSA,Real Estate,REIT - Industrial,52772126720,698196
UL,Consumer Defensive,Household & Personal Products,146299027456,2396371
PNR,Industrials,Specialty Industrial Machinery,16058802176,1221522
PER,Unknown,Unknown,,
QIWI,Unknown,Unknown,,
PKX,Basic Materials,Steel,12988619776,303664
UGP,Energy,Oil & Gas Refining & Marketing,3103503104,2090557
PKY,Unknown,Unknown,,
SKIS,Unknown,Unknown,,
POWI,Technology,Semiconductors,3402885376,403910
UMH,Real Estate,REIT - Residential,1438343296,436877
IPAR,Consumer Defensive,Household & Personal Products,4482640384,122079
RPT,Real Estate,REIT - Mortgage,144438144,195010
PVG,Unknown,Unknown,,
IPWR,Industrials,Electrical Equipment & Parts,55567860,34662
PXLW,Technology,Semiconductors,48329488,344866
PTSI,Unknown,Unknown,,
PGTI,Unknown,Unknown,,
PNRG,Energy,Oil & Gas E&P,334568992,14506
CXP,Unknown,Unknown,,
QEP,Unknown,Unknown,,
VNO,Real Estate,REIT - Office,8699024384,1258489
WSR,Real Estate,REIT - Retail,705315904,209408
RESN,Unknown,Unknown,,
TREC,Unknown,Unknown,,
TCI,Real Estate,Real Estate Services,232570496,3891
RCMT,Industrials,Conglomerates,154979408,49820
RUN,Technology,Solar,1924828672,9164727
ROSE,Unknown,Unknown,,
RELY,Technology,Software - Infrastructure,5187217408,1455184
IRT,Real Estate,REIT - Residential,4858725888,1616274
TOT,Unknown,Unknown,,
VALE,Basic Materials,Other Industrial Metals & Mining,40852221952,32359649
YPF,Energy,Oil & Gas Integrated,16109548544,2562130
TSE,Basic Materials,Specialty Chemicals,170282176,375877
TS,Energy,Oil & Gas Equipment & Services,21130395648,1350311
TX,Basic Materials,Steel,5812680192,207725
STAR,Unknown,Unknown,,
SPEX,Unknown,Unknown,,
SEV,Unknown,Unknown,,
TOPS,Energy,Oil & Gas Midstream,27757200,10811
SNMX,Unknown,Unknown,,
SCON,Unknown,Unknown,,
ISSC,Industrials,Aerospace & Defense,185739072,180305
STAF,Industrials,Staffing & Employment Services,2654640,417806
SGMA,Technology,Electronic Components,9913250,49057
TRU,Financial Services,Financial Data & Stock Exchanges,19538724864,1448869
USAK,Unknown,Unknown,,
UTI,Consumer Defensive,Education & Training Services,1478910336,600011
TISI,Industrials,Specialty Business Services,83963688,17874
UFPT,Healthcare,Medical Devices,1949594368,94950
TTMI,Technology,Electronic Components,2667508992,663974
TLYS,Consumer Cyclical,Apparel Retail,117592416,93837
TAIT,Technology,Electronics & Computer Distribution,15956128,14418
UNVR,Unknown,Unknown,,
ULBI,Industrials,Electrical Equipment & Parts,123704136,52928
VECO,Technology,Semiconductor Equipment & Materials,1378006912,628966
VHI,Basic Materials,Chemicals,549484992,25584
VSH,Technology,Semiconductors,2411124480,2384715
WSCI,Unknown,Unknown,,
FSBC,Financial Services,Banks - Regional,663663552,40984
FNBG,Unknown,Unknown,,
CCCR,Unknown,Unknown,,
CDXC,Consumer Defensive,Packaged Foods,426218784,534250
CETX,Technology,Software - Infrastructure,3836847,413313
IKNX,Unknown,Unknown,,
CYRX,Industrials,Integrated Freight & Logistics,331432160,334366
CSWI,Industrials,Specialty Industrial Machinery,5327123968,106584
IMI,Unknown,Unknown,,
IOSP,Basic Materials,Specialty Chemicals,2788471040,121174
ISRL,Financial Services,Shell Companies,145692912,14561
SMPL,Consumer Defensive,Packaged Foods,3876597760,1048915
INWK,Unknown,Unknown,,
LTM,Industrials,Airlines,9870473216,212527
